3.0000	-0.6189
3.1717	-0.5354
3.3434	-0.4361
3.5152	-0.3544
3.6869	-0.3013
3.8586	-0.2733
4.0303	-0.2563
4.2020	-0.2291
4.3737	-0.1787
4.5455	-0.1103
4.7172	-0.0368
4.8889	0.0341
5.0606	0.0979
5.2323	0.1445
5.4040	0.1594
5.5758	0.1354
5.7475	0.0802
5.9192	0.0131
6.0909	-0.0470
6.2626	-0.0927
6.4343	-0.1264
6.6061	-0.1496
6.7778	-0.1552
6.9495	-0.1349
7.1212	-0.0937
7.2929	-0.0501
7.4646	-0.0208
7.6364	-0.0067
7.8081	0.0021
7.9798	0.0111
8.1515	0.0178
8.3232	0.0207
8.4949	0.0248
8.6667	0.0337
8.8384	0.0422
9.0101	0.0409
9.1818	0.0259
9.3535	0.0028
9.5253	-0.0169
9.6970	-0.0238
9.8687	-0.0168
10.0404	-0.0024
10.2121	0.0098
10.3838	0.0135
10.5556	0.0080
10.7273	-0.0022
10.8990	-0.0117
11.0707	-0.0166
11.2424	-0.0162
11.4141	-0.0135
11.5859	-0.0128
11.7576	-0.0163
11.9293	-0.0229
12.1010	-0.0298
12.2727	-0.0331
12.4444	-0.0255
12.6162	0.0003
12.7879	0.0402
12.9596	0.0773
13.1313	0.1005
13.3030	0.1205
13.4747	0.1584
13.6465	0.2134
13.8182	0.2541
13.9899	0.2483
14.1616	0.1896
14.3333	0.1004
14.5051	0.0146
14.6768	-0.0470
14.8485	-0.0831
15.0202	-0.0976
15.1919	-0.0905
15.3636	-0.0648
15.5354	-0.0349
15.7071	-0.0197
15.8788	-0.0287
16.0505	-0.0553
16.2222	-0.0829
16.3939	-0.0971
16.5657	-0.0929
16.7374	-0.0722
16.9091	-0.0413
17.0808	-0.0112
17.2525	0.0075
17.4242	0.0118
17.5960	0.0057
17.7677	-0.0062
17.9394	-0.0209
18.1111	-0.0346
18.2828	-0.0431
18.4545	-0.0448
18.6263	-0.0412
18.7980	-0.0325
18.9697	-0.0140
19.1414	0.0221
19.3131	0.0773
19.4848	0.1381
19.6566	0.1766
19.8283	0.1599
20.0000	0.0597
