0.0000	10.0000
0.1005	10.0000
0.2010	10.0000
0.3015	10.0000
0.4020	10.0000
0.5025	10.0000
0.6030	10.0000
0.7035	10.0000
0.8040	10.0000
0.9045	10.0000
1.0050	10.0000
1.1055	10.0000
1.2060	10.0000
1.3065	10.0000
1.4070	10.0000
1.5075	10.0000
1.6080	10.0000
1.7085	10.0000
1.8090	10.0000
1.9095	10.0000
2.0101	-0.5013
2.1106	-0.0155
2.2111	0.2922
2.3116	0.3886
2.4121	0.4534
2.5126	0.4318
2.6131	0.2884
2.7136	0.0588
2.8141	-0.0041
2.9146	0.1617
3.0151	0.2184
3.1156	0.1332
3.2161	-0.1605
3.3166	-0.1690
3.4171	0.0100
3.5176	0.0506
3.6181	-0.0490
3.7186	-0.1208
3.8191	-0.1162
3.9196	-0.2174
4.0201	-0.2589
4.1206	-0.0968
4.2211	0.0005
4.3216	-0.1044
4.4221	-0.1501
4.5226	-0.0234
4.6231	0.1192
4.7236	0.2067
4.8241	0.3692
4.9246	0.3824
5.0251	0.2247
5.1256	0.1153
5.2261	-0.0497
5.3266	-0.1853
5.4271	-0.1954
5.5276	-0.2757
5.6281	-0.3249
5.7286	-0.0686
5.8291	0.2063
5.9296	0.3139
6.0302	0.3452
6.1307	0.2902
6.2312	0.1825
6.3317	0.1313
6.4322	0.1818
6.5327	0.2654
6.6332	0.3206
6.7337	0.4445
6.8342	0.4962
6.9347	0.4232
7.0352	0.2821
7.1357	0.1754
7.2362	0.0764
7.3367	-0.0153
7.4372	-0.0392
7.5377	-0.0493
7.6382	-0.1103
7.7387	-0.0965
7.8392	-0.0275
7.9397	0.0134
8.0402	0.0238
8.1407	0.0324
8.2412	0.0785
8.3417	0.1285
8.4422	0.1657
8.5427	0.1622
8.6432	0.1699
8.7437	0.1550
8.8442	0.1035
8.9447	0.0992
9.0452	0.0749
9.1457	0.0463
9.2462	0.0368
9.3467	-0.0176
9.4472	-0.0253
9.5477	0.0072
9.6482	-0.0008
9.7487	0.0078
9.8492	0.0248
9.9497	0.0235
10.0503	0.0132
10.1508	-0.0012
10.2513	-0.0350
10.3518	-0.0390
10.4523	0.0172
10.5528	0.0283
10.6533	-0.0123
10.7538	-0.0688
10.8543	-0.0870
10.9548	-0.0676
11.0553	-0.0464
11.1558	-0.0511
11.2563	-0.0685
11.3568	-0.0372
11.4573	0.0276
11.5578	0.0802
11.6583	0.0340
11.7588	-0.0691
11.8593	-0.1580
11.9598	-0.3094
12.0603	-0.2547
12.1608	0.1036
12.2613	0.1239
12.3618	-0.0038
12.4623	0.0558
12.5628	0.0946
12.6633	0.0683
12.7638	0.0001
12.8643	-0.0012
12.9648	0.1042
13.0653	0.2828
13.1658	0.2713
13.2663	0.3656
13.3668	0.4022
13.4673	0.1569
13.5678	0.0105
13.6683	-0.0394
13.7688	-0.1087
13.8693	-0.1594
13.9698	-0.0939
14.0704	0.0152
14.1709	0.0353
14.2714	0.0264
14.3719	0.0339
14.4724	0.0511
14.5729	0.0484
14.6734	0.0156
14.7739	-0.0262
14.8744	-0.0640
14.9749	-0.1327
15.0754	-0.1545
15.1759	0.0463
15.2764	0.0665
15.3769	-0.1249
15.4774	-0.1608
15.5779	-0.1147
15.6784	-0.0226
15.7789	-0.0504
15.8794	-0.1212
15.9799	-0.2019
16.0804	-0.1925
16.1809	-0.0577
16.2814	-0.1162
16.3819	-0.2531
16.4824	-0.2549
16.5829	-0.2514
16.6834	-0.1664
16.7839	0.0052
16.8844	-0.0221
16.9849	-0.0627
17.0854	-0.0777
17.1859	-0.1415
17.2864	-0.1225
17.3869	-0.0097
17.4874	0.0698
17.5879	-0.0096
17.6884	-0.0500
17.7889	0.0066
17.8894	0.0643
17.9899	0.0480
18.0905	0.0148
18.1910	-0.0099
18.2915	-0.0189
18.3920	0.0055
18.4925	0.0119
18.5930	-0.0089
18.6935	-0.0297
18.7940	-0.0221
18.8945	-0.0209
18.9950	-0.0329
19.0955	-0.0552
19.1960	-0.0494
19.2965	-0.0593
19.3970	-0.0810
19.4975	-0.0084
19.5980	0.1353
19.6985	0.1126
19.7990	0.1125
19.8995	0.1928
20.0000	-0.0406
