0.0000	-0.0000
0.1005	-0.0000
0.2010	-0.0000
0.3015	-0.0000
0.4020	-0.0000
0.5025	-0.0000
0.6030	-0.0000
0.7035	-0.0000
0.8040	-0.0000
0.9045	-0.0000
1.0050	-0.0000
1.1055	-0.0000
1.2060	-0.0000
1.3065	-0.0000
1.4070	-0.0000
1.5075	-0.0000
1.6080	-0.0000
1.7085	-0.0000
1.8090	-0.0000
1.9095	0.4551
2.0101	1.8251
2.1106	2.7821
2.2111	3.3567
2.3116	3.6371
2.4121	3.8125
2.5126	4.0720
2.6131	4.3969
2.7136	4.6593
2.8141	4.7729
2.9146	4.7500
3.0151	4.7708
3.1156	3.9261
3.2161	2.5820
3.3166	1.6260
3.4171	0.9262
3.5176	0.4119
3.6181	0.0435
3.7186	-0.1735
3.8191	-0.2132
3.9196	-0.0768
4.0201	0.1984
4.1206	0.4910
4.2211	0.6483
4.3216	0.6880
4.4221	0.6801
4.5226	0.7047
4.6231	0.7995
4.7236	0.8314
4.8241	0.6763
4.9246	0.4353
5.0251	0.2514
5.1256	0.1311
5.2261	0.0185
5.3266	-0.0822
5.4271	-0.1526
5.5276	-0.1827
5.6281	-0.1268
5.7286	0.0402
5.8291	0.2452
5.9296	0.3910
6.0302	0.4418
6.1307	0.3741
6.2312	0.2244
6.3317	0.1000
6.4322	0.0638
6.5327	0.0977
6.6332	0.1432
6.7337	0.1754
6.8342	0.2240
6.9347	0.3072
7.0352	0.4043
7.1357	0.4566
7.2362	0.4306
7.3367	0.3630
7.4372	0.2692
7.5377	0.1506
7.6382	0.0480
7.7387	0.0128
7.8392	0.0632
7.9397	0.1617
8.0402	0.2183
8.1407	0.1805
8.2412	0.0938
8.3417	0.0203
8.4422	-0.0158
8.5427	-0.0102
8.6432	0.0476
8.7437	0.1520
8.8442	0.2467
8.9447	0.2540
9.0452	0.1798
9.1457	0.1071
9.2462	0.0856
9.3467	0.1023
9.4472	0.1203
9.5477	0.1321
9.6482	0.1435
9.7487	0.1504
9.8492	0.1715
9.9497	0.2280
10.0503	0.2848
10.1508	0.2824
10.2513	0.2378
10.3518	0.2091
10.4523	0.1986
10.5528	0.1843
10.6533	0.1681
10.7538	0.1447
10.8543	0.1061
10.9548	0.0646
11.0553	0.0361
11.1558	0.0281
11.2563	0.0385
11.3568	0.0587
11.4573	0.0814
11.5578	0.1045
11.6583	0.1182
11.7588	0.1116
11.8593	0.0961
11.9598	0.0834
12.0603	0.0592
12.1608	0.0195
12.2613	-0.0037
12.3618	0.0169
12.4623	0.0690
12.5628	0.1118
12.6633	0.1064
12.7638	0.0370
12.8643	-0.0646
12.9648	-0.1369
13.0653	-0.1586
13.1658	-0.1643
13.2663	-0.2049
13.3668	-0.2813
13.4673	-0.3558
13.5678	-0.4133
13.6683	-0.4596
13.7688	-0.5126
13.8693	-0.5899
13.9698	-0.6520
14.0704	-0.6195
14.1709	-0.4636
14.2714	-0.2541
14.3719	-0.1070
14.4724	-0.0418
14.5729	-0.0025
14.6734	0.0396
14.7739	0.0773
14.8744	0.0990
14.9749	0.1010
15.0754	0.0889
15.1759	0.0779
15.2764	0.0695
15.3769	0.0449
15.4774	0.0003
15.5779	-0.0420
15.6784	-0.0587
15.7789	-0.0367
15.8794	0.0216
15.9799	0.0885
16.0804	0.1233
16.1809	0.1235
16.2814	0.1160
16.3819	0.1037
16.4824	0.0792
16.5829	0.0575
16.6834	0.0562
16.7839	0.0680
16.8844	0.0736
16.9849	0.0710
17.0854	0.0779
17.1859	0.1016
17.2864	0.1249
17.3869	0.1304
17.4874	0.1248
17.5879	0.1190
17.6884	0.1207
17.7889	0.1396
17.8894	0.1620
17.9899	0.1540
18.0905	0.1192
18.1910	0.0926
18.2915	0.0847
18.3920	0.0874
18.4925	0.0970
18.5930	0.1086
18.6935	0.1142
18.7940	0.1110
18.8945	0.1028
18.9950	0.0939
19.0955	0.0872
19.1960	0.0844
19.2965	0.0850
19.3970	0.0815
19.4975	0.0646
19.5980	0.0438
19.6985	0.0361
19.7990	0.0392
19.8995	0.0432
20.0000	0.0536
